주상병명	진료년도	연령	진료인원(명)
수면장애	2019	40대	54
수면장애	2019	50대	123
수면장애	2019	60대	223
수면장애	2019	70대	255
수면장애	2019	80대 이상	189
수면장애	2019	20대	9
수면장애	2019	30대	27
수면장애	2019	40대	42
수면장애	2019	50대	90
수면장애	2019	60대	115
수면장애	2019	70대	82
수면장애	2019	80대 이상	56
수면장애	2019	20대	23
수면장애	2019	30대	51
수면장애	2019	40대	89
수면장애	2019	50대	140
수면장애	2019	60대	192
수면장애	2019	70대	165
수면장애	2019	80대 이상	137
수면장애	2019	20대	48
수면장애	2019	30대	153
수면장애	2019	40대	195
수면장애	2019	50대	220
수면장애	2019	60대	236
수면장애	2019	70대	166
수면장애	2019	80대 이상	119
수면장애	2019	20대	27
수면장애	2019	30대	43
수면장애	2019	40대	76
수면장애	2019	50대	111
수면장애	2019	60대	151
수면장애	2019	70대	144
수면장애	2019	80대 이상	138
수면장애	2019	20대	10
수면장애	2019	30대	22
수면장애	2019	40대	39
수면장애	2019	50대	80
수면장애	2019	60대	97
수면장애	2019	70대	100
수면장애	2019	80대 이상	88
수면장애	2019	20대	15
수면장애	2019	30대	33
수면장애	2019	40대	73
수면장애	2019	50대	88
수면장애	2019	60대	78
수면장애	2019	70대	76
수면장애	2019	80대 이상	61
수면장애	2019	20대	0
수면장애	2019	30대	18
수면장애	2019	40대	26
수면장애	2019	50대	29
수면장애	2019	60대	30
수면장애	2019	70대	17
수면장애	2019	80대 이상	6
수면장애	2019	20대	133
수면장애	2019	30대	271
수면장애	2019	40대	428
수면장애	2019	50대	618
수면장애	2019	60대	570
수면장애	2019	70대	391
수면장애	2019	80대 이상	207
수면장애	2019	20대	121
수면장애	2019	30대	216
수면장애	2019	40대	371
수면장애	2019	50대	591
수면장애	2019	60대	396
수면장애	2019	70대	193
수면장애	2019	80대 이상	100
수면장애	2019	20대	83
수면장애	2019	30대	162
수면장애	2019	40대	263
수면장애	2019	50대	419
수면장애	2019	60대	541
수면장애	2019	70대	415
수면장애	2019	80대 이상	226
수면장애	2019	20대	110
수면장애	2019	30대	217
수면장애	2019	40대	306
수면장애	2019	50대	453
수면장애	2019	60대	554
수면장애	2019	70대	338
수면장애	2019	80대 이상	151
수면장애	2019	20대	96
수면장애	2019	30대	278
수면장애	2019	40대	436
수면장애	2019	50대	533
수면장애	2019	60대	530
수면장애	2019	70대	438
수면장애	2019	80대 이상	271
수면장애	2019	20대	189
수면장애	2019	30대	328
수면장애	2019	40대	513
수면장애	2019	50대	840
수면장애	2019	60대	751
수면장애	2019	70대	633
수면장애	2019	80대 이상	407
수면장애	2019	20대	61
수면장애	2019	30대	177
수면장애	2019	40대	264
수면장애	2019	50대	398
수면장애	2019	60대	414
수면장애	2019	70대	273
수면장애	2019	80대 이상	164
수면장애	2019	20대	56
수면장애	2019	30대	119
수면장애	2019	40대	208
수면장애	2019	50대	240
수면장애	2019	60대	250
수면장애	2019	70대	224
수면장애	2019	80대 이상	180
수면장애	2019	20대	262
수면장애	2019	30대	636
수면장애	2019	40대	1034
수면장애	2019	50대	1262
수면장애	2019	60대	925
수면장애	2019	70대	573
수면장애	2019	80대 이상	256
수면장애	2019	20대	46
수면장애	2019	30대	80
수면장애	2019	40대	169
수면장애	2019	50대	256
수면장애	2019	60대	312
수면장애	2019	70대	282
수면장애	2019	80대 이상	228
수면장애	2019	20대	109
수면장애	2019	30대	299
수면장애	2019	40대	492
수면장애	2019	50대	462
수면장애	2019	60대	375
수면장애	2019	70대	215
수면장애	2019	80대 이상	117
수면장애	2019	20대	188
수면장애	2019	30대	394
수면장애	2019	40대	660
수면장애	2019	50대	798
수면장애	2019	60대	855
수면장애	2019	70대	619
수면장애	2019	80대 이상	307
수면장애	2019	20대	14
수면장애	2019	30대	18
수면장애	2019	40대	32
수면장애	2019	50대	82
수면장애	2019	60대	116
수면장애	2019	70대	153
수면장애	2019	80대 이상	125
수면장애	2019	20대	36
수면장애	2019	30대	69
수면장애	2019	40대	103
수면장애	2019	50대	151
수면장애	2019	60대	153
수면장애	2019	70대	174
수면장애	2019	80대 이상	123
수면장애	2019	20대	33
수면장애	2019	30대	52
수면장애	2019	40대	98
수면장애	2019	50대	215
수면장애	2019	60대	236
수면장애	2019	70대	252
수면장애	2019	80대 이상	197
수면장애	2019	20대	15
수면장애	2019	30대	40
수면장애	2019	40대	71
수면장애	2019	50대	150
수면장애	2019	60대	156
수면장애	2019	70대	168
수면장애	2019	80대 이상	118
수면장애	2019	20대	12
수면장애	2019	30대	41
수면장애	2019	40대	66
수면장애	2019	50대	102
수면장애	2019	60대	136
수면장애	2019	70대	150
수면장애	2019	80대 이상	99
수면장애	2019	20대	18
수면장애	2019	30대	35
수면장애	2019	40대	78
수면장애	2019	50대	132
수면장애	2019	60대	194
수면장애	2019	70대	218
수면장애	2019	80대 이상	159
수면장애	2019	20대	16
수면장애	2019	30대	28
수면장애	2019	40대	46
수면장애	2019	50대	83
수면장애	2019	60대	143
수면장애	2019	70대	138
수면장애	2019	80대 이상	157
수면장애	2019	20대	14
수면장애	2019	30대	27
수면장애	2019	40대	69
수면장애	2019	50대	124
수면장애	2019	60대	176
수면장애	2019	70대	157
수면장애	2019	80대 이상	144
수면장애	2019	20대	37
수면장애	2019	30대	63
수면장애	2019	40대	94
수면장애	2019	50대	167
수면장애	2019	60대	168
수면장애	2019	70대	184
수면장애	2019	80대 이상	169
수면장애	2019	20대	18
수면장애	2019	30대	45
수면장애	2019	40대	78
수면장애	2019	50대	156
수면장애	2019	60대	182
수면장애	2019	70대	236
수면장애	2019	80대 이상	206
수면장애	2019	20대	355
수면장애	2019	30대	714
수면장애	2019	40대	1014
수면장애	2019	50대	1026
수면장애	2019	60대	911
수면장애	2019	70대	719
수면장애	2019	80대 이상	420
수면장애	2019	20대	90
수면장애	2019	30대	232
수면장애	2019	40대	384
수면장애	2019	50대	495
수면장애	2019	60대	479
수면장애	2019	70대	449
수면장애	2019	80대 이상	281
수면장애	2020	20대	182
수면장애	2020	30대	279
수면장애	2020	40대	320
수면장애	2020	50대	438
수면장애	2020	60대	537
수면장애	2020	70대	435
수면장애	2020	80대 이상	330
수면장애	2020	20대	147
수면장애	2020	30대	270
수면장애	2020	40대	287
수면장애	2020	50대	415
수면장애	2020	60대	422
수면장애	2020	70대	313
수면장애	2020	80대 이상	194
수면장애	2020	20대	327
수면장애	2020	30대	581
수면장애	2020	40대	642
수면장애	2020	50대	880
수면장애	2020	60대	816
수면장애	2020	70대	627
수면장애	2020	80대 이상	499
수면장애	2020	20대	387
수면장애	2020	30대	842
수면장애	2020	40대	835
수면장애	2020	50대	1004
수면장애	2020	60대	1049
수면장애	2020	70대	815
수면장애	2020	80대 이상	436
수면장애	2020	20대	434
수면장애	2020	30대	640
수면장애	2020	40대	717
수면장애	2020	50대	1006
수면장애	2020	60대	1139
수면장애	2020	70대	825
수면장애	2020	80대 이상	566
수면장애	2020	20대	381
수면장애	2020	30대	589
수면장애	2020	40대	641
수면장애	2020	50대	876
수면장애	2020	60대	1059
수면장애	2020	70대	947
수면장애	2020	80대 이상	537
수면장애	2020	20대	334
수면장애	2020	30대	622
수면장애	2020	40대	682
수면장애	2020	50대	1016
수면장애	2020	60대	1148
수면장애	2020	70대	968
수면장애	2020	80대 이상	462
수면장애	2020	20대	426
수면장애	2020	30대	649
수면장애	2020	40대	883
수면장애	2020	50대	1210
수면장애	2020	60대	1365
수면장애	2020	70대	1223
수면장애	2020	80대 이상	765
수면장애	2020	20대	283
수면장애	2020	30대	424
수면장애	2020	40대	528
수면장애	2020	50대	804
수면장애	2020	60대	899
수면장애	2020	70대	863
수면장애	2020	80대 이상	464
수면장애	2020	20대	234
수면장애	2020	30대	392
수면장애	2020	40대	519
수면장애	2020	50대	782
수면장애	2020	60대	949
수면장애	2020	70대	790
수면장애	2020	80대 이상	523
수면장애	2020	20대	408
수면장애	2020	30대	595
수면장애	2020	40대	944
수면장애	2020	50대	1287
수면장애	2020	60대	1349
수면장애	2020	70대	1133
수면장애	2020	80대 이상	742
수면장애	2020	20대	389
수면장애	2020	30대	684
수면장애	2020	40대	875
수면장애	2020	50대	1206
수면장애	2020	60대	1448
수면장애	2020	70대	1253
수면장애	2020	80대 이상	724
수면장애	2020	20대	322
수면장애	2020	30대	487
수면장애	2020	40대	591
수면장애	2020	50대	794
수면장애	2020	60대	883
수면장애	2020	70대	759
수면장애	2020	80대 이상	546
수면장애	2020	20대	453
수면장애	2020	30대	738
수면장애	2020	40대	878
수면장애	2020	50대	1022
수면장애	2020	60대	1026
수면장애	2020	70대	928
수면장애	2020	80대 이상	657
수면장애	2020	20대	363
수면장애	2020	30대	566
수면장애	2020	40대	987
수면장애	2020	50대	1393
수면장애	2020	60대	1446
수면장애	2020	70대	988
수면장애	2020	80대 이상	633
수면장애	2020	20대	496
수면장애	2020	30대	1025
수면장애	2020	40대	1004
수면장애	2020	50대	1310
수면장애	2020	60대	1689
수면장애	2020	70대	1117
수면장애	2020	80대 이상	752
수면장애	2020	20대	334
수면장애	2020	30대	653
수면장애	2020	40대	791
수면장애	2020	50대	1180
수면장애	2020	60대	1452
수면장애	2020	70대	1019
수면장애	2020	80대 이상	495
수면장애	2020	20대	220
수면장애	2020	30대	408
수면장애	2020	40대	373
수면장애	2020	50대	639
수면장애	2020	60대	754
수면장애	2020	70대	563
수면장애	2020	80대 이상	246
수면장애	2020	20대	373
수면장애	2020	30대	812
수면장애	2020	40대	720
수면장애	2020	50대	1138
수면장애	2020	60대	1302
수면장애	2020	70대	938
수면장애	2020	80대 이상	573
수면장애	2020	20대	436
수면장애	2020	30대	659
수면장애	2020	40대	714
수면장애	2020	50대	922
수면장애	2020	60대	1182
수면장애	2020	70대	1061
수면장애	2020	80대 이상	643
수면장애	2020	20대	836
수면장애	2020	30대	1048
수면장애	2020	40대	814
수면장애	2020	50대	1054
수면장애	2020	60대	1304
수면장애	2020	70대	1173
수면장애	2020	80대 이상	610
수면장애	2020	20대	480
수면장애	2020	30대	986
수면장애	2020	40대	1311
수면장애	2020	50대	1670
수면장애	2020	60대	1726
수면장애	2020	70대	1286
수면장애	2020	80대 이상	743
수면장애	2020	20대	1077
수면장애	2020	30대	2022
수면장애	2020	40대	2078
수면장애	2020	50대	2237
수면장애	2020	60대	2134
수면장애	2020	70대	1699
수면장애	2020	80대 이상	899
수면장애	2020	20대	701
수면장애	2020	30대	1407
수면장애	2020	40대	1665
수면장애	2020	50대	2156
수면장애	2020	60대	2338
수면장애	2020	70대	1539
수면장애	2020	80대 이상	908
수면장애	2020	20대	389
수면장애	2020	30대	716
수면장애	2020	40대	855
수면장애	2020	50대	1159
수면장애	2020	60대	1379
수면장애	2020	70대	928
수면장애	2020	80대 이상	479
수면장애	2020	20대	21
수면장애	2020	30대	55
수면장애	2020	40대	86
수면장애	2020	50대	171
수면장애	2020	60대	185
수면장애	2020	70대	149
수면장애	2020	80대 이상	74
수면장애	2020	20대	67
수면장애	2020	30대	142
수면장애	2020	40대	193
수면장애	2020	50대	299
수면장애	2020	60대	434
수면장애	2020	70대	374
수면장애	2020	80대 이상	199
수면장애	2020	20대	48
수면장애	2020	30대	103
수면장애	2020	40대	136
수면장애	2020	50대	226
수면장애	2020	60대	318
수면장애	2020	70대	275
수면장애	2020	80대 이상	183
수면장애	2020	20대	65
수면장애	2020	30대	116
수면장애	2020	40대	205
수면장애	2020	50대	358
수면장애	2020	60대	518
수면장애	2020	70대	474
수면장애	2020	80대 이상	250
수면장애	2020	20대	291
수면장애	2020	30대	509
수면장애	2020	40대	606
수면장애	2020	50대	888
수면장애	2020	60대	1086
수면장애	2020	70대	946
수면장애	2020	80대 이상	548
수면장애	2020	20대	147
수면장애	2020	30대	288
수면장애	2020	40대	446
수면장애	2020	50대	714
수면장애	2020	60대	838
수면장애	2020	70대	751
수면장애	2020	80대 이상	367
수면장애	2020	20대	195
수면장애	2020	30대	290
수면장애	2020	40대	524
수면장애	2020	50대	701
수면장애	2020	60대	855
수면장애	2020	70대	757
수면장애	2020	80대 이상	388
수면장애	2020	20대	145
수면장애	2020	30대	240
수면장애	2020	40대	330
수면장애	2020	50대	636
수면장애	2020	60대	745
수면장애	2020	70대	522
수면장애	2020	80대 이상	247
수면장애	2020	20대	283
수면장애	2020	30대	565
수면장애	2020	40대	989
수면장애	2020	50대	1324
수면장애	2020	60대	1451
수면장애	2020	70대	1183
수면장애	2020	80대 이상	690
수면장애	2020	20대	193
수면장애	2020	30대	344
수면장애	2020	40대	568
수면장애	2020	50대	803
수면장애	2020	60대	1030
수면장애	2020	70대	721
수면장애	2020	80대 이상	353
수면장애	2020	20대	184
수면장애	2020	30대	220
수면장애	2020	40대	357
수면장애	2020	50대	661
수면장애	2020	60대	871
수면장애	2020	70대	693
수면장애	2020	80대 이상	364
수면장애	2020	20대	81
수면장애	2020	30대	273
수면장애	2020	40대	293
수면장애	2020	50대	277
수면장애	2020	60대	335
수면장애	2020	70대	208
수면장애	2020	80대 이상	89
수면장애	2020	20대	121
수면장애	2020	30대	254
수면장애	2020	40대	369
수면장애	2020	50대	549
수면장애	2020	60대	717
수면장애	2020	70대	628
수면장애	2020	80대 이상	305
수면장애	2020	20대	115
수면장애	2020	30대	251
수면장애	2020	40대	313
수면장애	2020	50대	462
수면장애	2020	60대	660
수면장애	2020	70대	563
수면장애	2020	80대 이상	282
수면장애	2020	20대	138
수면장애	2020	30대	208
수면장애	2020	40대	306
수면장애	2020	50대	527
수면장애	2020	60대	646
수면장애	2020	70대	441
수면장애	2020	80대 이상	206
수면장애	2020	20대	101
수면장애	2020	30대	267
수면장애	2020	40대	393
수면장애	2020	50대	360
수면장애	2020	60대	461
수면장애	2020	70대	381
수면장애	2020	80대 이상	194
수면장애	2020	20대	78
수면장애	2020	30대	132
수면장애	2020	40대	146
수면장애	2020	50대	188
수면장애	2020	60대	217
수면장애	2020	70대	232
수면장애	2020	80대 이상	150
수면장애	2020	20대	201
수면장애	2020	30대	420
수면장애	2020	40대	568
수면장애	2020	50대	812
수면장애	2020	60대	1016
수면장애	2020	70대	844
수면장애	2020	80대 이상	489
수면장애	2020	20대	112
수면장애	2020	30대	173
수면장애	2020	40대	310
수면장애	2020	50대	504
수면장애	2020	60대	661
수면장애	2020	70대	464
수면장애	2020	80대 이상	252
수면장애	2020	20대	111
수면장애	2020	30대	227
수면장애	2020	40대	267
수면장애	2020	50대	370
수면장애	2020	60대	471
수면장애	2020	70대	413
수면장애	2020	80대 이상	293
수면장애	2020	20대	264
수면장애	2020	30대	478
수면장애	2020	40대	887
수면장애	2020	50대	1143
수면장애	2020	60대	1120
수면장애	2020	70대	920
수면장애	2020	80대 이상	549
수면장애	2020	20대	286
수면장애	2020	30대	471
수면장애	2020	40대	1042
수면장애	2020	50대	1391
수면장애	2020	60대	1218
수면장애	2020	70대	985
수면장애	2020	80대 이상	700
수면장애	2020	20대	384
수면장애	2020	30대	625
수면장애	2020	40대	1044
수면장애	2020	50대	1576
수면장애	2020	60대	1471
수면장애	2020	70대	1021
수면장애	2020	80대 이상	617
수면장애	2020	20대	135
수면장애	2020	30대	368
수면장애	2020	40대	498
수면장애	2020	50대	652
수면장애	2020	60대	725
수면장애	2020	70대	486
수면장애	2020	80대 이상	237
수면장애	2020	20대	103
수면장애	2020	30대	185
수면장애	2020	40대	302
수면장애	2020	50대	348
수면장애	2020	60대	356
수면장애	2020	70대	287
수면장애	2020	80대 이상	148
수면장애	2020	20대	38
수면장애	2020	30대	93
수면장애	2020	40대	114
수면장애	2020	50대	152
수면장애	2020	60대	189
수면장애	2020	70대	196
수면장애	2020	80대 이상	122
수면장애	2020	30대	0
수면장애	2020	40대	0
수면장애	2020	50대	9
수면장애	2020	60대	0
수면장애	2020	70대	0
수면장애	2020	80대 이상	0
수면장애	2020	20대	312
수면장애	2020	30대	568
수면장애	2020	40대	745
수면장애	2020	50대	826
수면장애	2020	60대	931
수면장애	2020	70대	695
수면장애	2020	80대 이상	439
수면장애	2020	20대	274
수면장애	2020	30대	536
수면장애	2020	40대	832
수면장애	2020	50대	1028
수면장애	2020	60대	866
수면장애	2020	70대	496
수면장애	2020	80대 이상	322
수면장애	2020	20대	400
수면장애	2020	30대	698
수면장애	2020	40대	1022
수면장애	2020	50대	1334
수면장애	2020	60대	1413
수면장애	2020	70대	967
수면장애	2020	80대 이상	551
수면장애	2020	20대	410
수면장애	2020	30대	712
수면장애	2020	40대	919
수면장애	2020	50대	1455
수면장애	2020	60대	1509
수면장애	2020	70대	1070
수면장애	2020	80대 이상	668
수면장애	2020	20대	242
수면장애	2020	30대	389
수면장애	2020	40대	509
수면장애	2020	50대	925
수면장애	2020	60대	792
수면장애	2020	70대	458
수면장애	2020	80대 이상	321
수면장애	2020	20대	399
수면장애	2020	30대	838
수면장애	2020	40대	1283
수면장애	2020	50대	1469
수면장애	2020	60대	1199
수면장애	2020	70대	724
수면장애	2020	80대 이상	372
수면장애	2020	20대	24
수면장애	2020	30대	40
수면장애	2020	40대	86
수면장애	2020	50대	165
수면장애	2020	60대	204
수면장애	2020	70대	205
수면장애	2020	80대 이상	154
수면장애	2020	20대	16
수면장애	2020	30대	20
수면장애	2020	40대	48
수면장애	2020	50대	73
수면장애	2020	60대	76
수면장애	2020	70대	63
수면장애	2020	80대 이상	44
수면장애	2020	20대	79
수면장애	2020	30대	130
수면장애	2020	40대	137
수면장애	2020	50대	193
수면장애	2020	60대	270
수면장애	2020	70대	271
수면장애	2020	80대 이상	176
수면장애	2020	20대	291
수면장애	2020	30대	429
수면장애	2020	40대	573
수면장애	2020	50대	662
수면장애	2020	60대	683
수면장애	2020	70대	469
수면장애	2020	80대 이상	292
수면장애	2020	20대	171
수면장애	2020	30대	267
수면장애	2020	40대	407
수면장애	2020	50대	473
수면장애	2020	60대	531
수면장애	2020	70대	483
수면장애	2020	80대 이상	266
수면장애	2020	20대	321
수면장애	2020	30대	491
수면장애	2020	40대	695
수면장애	2020	50대	957
수면장애	2020	60대	942
수면장애	2020	70대	738
수면장애	2020	80대 이상	460
수면장애	2020	20대	279
수면장애	2020	30대	524
수면장애	2020	40대	795
수면장애	2020	50대	763
수면장애	2020	60대	504
수면장애	2020	70대	378
수면장애	2020	80대 이상	177
수면장애	2020	20대	121
수면장애	2020	30대	248
수면장애	2020	40대	413
수면장애	2020	50대	582
수면장애	2020	60대	733
수면장애	2020	70대	682
수면장애	2020	80대 이상	398
수면장애	2020	20대	178
수면장애	2020	30대	260
수면장애	2020	40대	479
수면장애	2020	50대	641
수면장애	2020	60대	838
수면장애	2020	70대	726
수면장애	2020	80대 이상	486
수면장애	2020	20대	431
수면장애	2020	30대	623
수면장애	2020	40대	833
수면장애	2020	50대	1165
수면장애	2020	60대	1157
수면장애	2020	70대	812
수면장애	2020	80대 이상	554
수면장애	2020	20대	277
수면장애	2020	30대	543
수면장애	2020	40대	690
수면장애	2020	50대	951
수면장애	2020	60대	828
수면장애	2020	70대	482
수면장애	2020	80대 이상	362
수면장애	2020	20대	110
수면장애	2020	30대	175
수면장애	2020	40대	284
수면장애	2020	50대	435
수면장애	2020	60대	487
수면장애	2020	70대	323
수면장애	2020	80대 이상	183
수면장애	2020	20대	88
수면장애	2020	30대	159
수면장애	2020	40대	305
수면장애	2020	50대	475
수면장애	2020	60대	482
수면장애	2020	70대	304
수면장애	2020	80대 이상	158
수면장애	2020	20대	185
수면장애	2020	30대	342
수면장애	2020	40대	525
수면장애	2020	50대	748
수면장애	2020	60대	674
수면장애	2020	70대	334
수면장애	2020	80대 이상	147
수면장애	2020	20대	65
수면장애	2020	30대	191
수면장애	2020	40대	266
수면장애	2020	50대	368
수면장애	2020	60대	393
수면장애	2020	70대	204
수면장애	2020	80대 이상	76
수면장애	2020	20대	113
수면장애	2020	30대	204
수면장애	2020	40대	360
수면장애	2020	50대	459
수면장애	2020	60대	340
수면장애	2020	70대	179
수면장애	2020	80대 이상	81
수면장애	2020	20대	98
수면장애	2020	30대	180
수면장애	2020	40대	345
수면장애	2020	50대	543
수면장애	2020	60대	488
수면장애	2020	70대	281
수면장애	2020	80대 이상	178
수면장애	2020	20대	218
수면장애	2020	30대	663
수면장애	2020	40대	915
수면장애	2020	50대	798
수면장애	2020	60대	778
수면장애	2020	70대	522
수면장애	2020	80대 이상	333
수면장애	2020	20대	226
수면장애	2020	30대	286
수면장애	2020	40대	490
수면장애	2020	50대	817
수면장애	2020	60대	756
수면장애	2020	70대	571
수면장애	2020	80대 이상	367
수면장애	2020	20대	347
수면장애	2020	30대	679
수면장애	2020	40대	876
수면장애	2020	50대	1193
수면장애	2020	60대	1211
수면장애	2020	70대	768
수면장애	2020	80대 이상	446
수면장애	2020	20대	172
수면장애	2020	30대	326
수면장애	2020	40대	424
수면장애	2020	50대	562
수면장애	2020	60대	630
수면장애	2020	70대	386
수면장애	2020	80대 이상	250
수면장애	2020	20대	337
수면장애	2020	30대	681
수면장애	2020	40대	892
수면장애	2020	50대	1052
수면장애	2020	60대	738
수면장애	2020	70대	397
수면장애	2020	80대 이상	282
수면장애	2020	20대	227
수면장애	2020	30대	521
수면장애	2020	40대	507
수면장애	2020	50대	776
수면장애	2020	60대	886
수면장애	2020	70대	634
수면장애	2020	80대 이상	296
수면장애	2020	20대	188
수면장애	2020	30대	354
수면장애	2020	40대	448
수면장애	2020	50대	680
수면장애	2020	60대	796
수면장애	2020	70대	595
수면장애	2020	80대 이상	297
수면장애	2020	20대	497
수면장애	2020	30대	833
수면장애	2020	40대	1289
수면장애	2020	50대	1813
수면장애	2020	60대	1662
수면장애	2020	70대	1279
수면장애	2020	80대 이상	1155
수면장애	2020	20대	366
수면장애	2020	30대	571
수면장애	2020	40대	952
수면장애	2020	50대	1202
수면장애	2020	60대	1243
수면장애	2020	70대	1059
수면장애	2020	80대 이상	620
수면장애	2020	20대	176
수면장애	2020	30대	281
수면장애	2020	40대	426
수면장애	2020	50대	695
수면장애	2020	60대	770
수면장애	2020	70대	583
수면장애	2020	80대 이상	350
수면장애	2020	20대	226
수면장애	2020	30대	407
수면장애	2020	40대	496
수면장애	2020	50대	800
수면장애	2020	60대	756
수면장애	2020	70대	485
수면장애	2020	80대 이상	381
수면장애	2020	20대	608
수면장애	2020	30대	1094
수면장애	2020	40대	1552
수면장애	2020	50대	2164
수면장애	2020	60대	2398
수면장애	2020	70대	1319
수면장애	2020	80대 이상	889
수면장애	2020	30대	0
수면장애	2020	40대	0
수면장애	2020	50대	0
수면장애	2020	60대	0
수면장애	2020	80대 이상	0
수면장애	2020	30대	0
수면장애	2020	50대	0
수면장애	2020	40대	0
수면장애	2020	20대	169
수면장애	2020	30대	342
수면장애	2020	40대	523
수면장애	2020	50대	712
수면장애	2020	60대	741
수면장애	2020	70대	490
수면장애	2020	80대 이상	354
수면장애	2020	20대	364
수면장애	2020	30대	797
수면장애	2020	40대	1140
수면장애	2020	50대	1403
수면장애	2020	60대	1241
수면장애	2020	70대	890
수면장애	2020	80대 이상	633
수면장애	2020	20대	46
수면장애	2020	30대	110
수면장애	2020	40대	191
수면장애	2020	50대	235
수면장애	2020	60대	256
수면장애	2020	70대	236
수면장애	2020	80대 이상	168
수면장애	2020	40대	0
수면장애	2020	50대	0
수면장애	2020	60대	0
수면장애	2020	70대	0
수면장애	2020	20대	358
수면장애	2020	30대	494
수면장애	2020	40대	791
수면장애	2020	50대	1193
수면장애	2020	60대	958
수면장애	2020	70대	607
수면장애	2020	80대 이상	414
수면장애	2020	20대	267
수면장애	2020	30대	515
수면장애	2020	40대	723
수면장애	2020	50대	1102
수면장애	2020	60대	924
수면장애	2020	70대	439
수면장애	2020	80대 이상	266
수면장애	2020	20대	384
수면장애	2020	30대	623
수면장애	2020	40대	952
수면장애	2020	50대	1319
수면장애	2020	60대	1277
수면장애	2020	70대	1098
수면장애	2020	80대 이상	764
수면장애	2020	70대	0
수면장애	2020	20대	314
수면장애	2020	30대	539
수면장애	2020	40대	814
수면장애	2020	50대	1039
수면장애	2020	60대	825
수면장애	2020	70대	619
수면장애	2020	80대 이상	470
수면장애	2020	20대	245
수면장애	2020	30대	375
수면장애	2020	40대	757
수면장애	2020	50대	1059
수면장애	2020	60대	804
수면장애	2020	70대	689
수면장애	2020	80대 이상	581
수면장애	2020	20대	51
수면장애	2020	30대	82
수면장애	2020	40대	119
수면장애	2020	50대	174
수면장애	2020	60대	183
수면장애	2020	70대	144
수면장애	2020	80대 이상	119
수면장애	2020	20대	147
수면장애	2020	30대	254
수면장애	2020	40대	452
수면장애	2020	50대	641
수면장애	2020	60대	588
수면장애	2020	70대	413
수면장애	2020	80대 이상	226
수면장애	2020	20대	473
수면장애	2020	30대	1013
수면장애	2020	40대	1705
수면장애	2020	50대	1913
수면장애	2020	60대	1986
수면장애	2020	70대	1530
수면장애	2020	80대 이상	871
수면장애	2020	20대	159
수면장애	2020	30대	414
수면장애	2020	40대	500
수면장애	2020	50대	588
수면장애	2020	60대	520
수면장애	2020	70대	372
수면장애	2020	80대 이상	189
수면장애	2020	20대	391
수면장애	2020	30대	768
수면장애	2020	40대	1025
수면장애	2020	50대	1372
수면장애	2020	60대	1036
수면장애	2020	70대	629
수면장애	2020	80대 이상	379
수면장애	2020	20대	176
수면장애	2020	30대	338
수면장애	2020	40대	463
수면장애	2020	50대	738
수면장애	2020	60대	797
수면장애	2020	70대	572
수면장애	2020	80대 이상	477
수면장애	2020	20대	107
수면장애	2020	30대	206
수면장애	2020	40대	282
수면장애	2020	50대	516
수면장애	2020	60대	567
수면장애	2020	70대	358
수면장애	2020	80대 이상	232
수면장애	2020	20대	203
수면장애	2020	30대	538
수면장애	2020	40대	672
수면장애	2020	50대	758
수면장애	2020	60대	858
수면장애	2020	70대	504
수면장애	2020	80대 이상	252
수면장애	2020	20대	259
수면장애	2020	30대	411
수면장애	2020	40대	584
수면장애	2020	50대	823
수면장애	2020	60대	894
수면장애	2020	70대	662
수면장애	2020	80대 이상	421
수면장애	2020	20대	316
수면장애	2020	30대	608
수면장애	2020	40대	1190
수면장애	2020	50대	1394
수면장애	2020	60대	1454
수면장애	2020	70대	1542
수면장애	2020	80대 이상	964
수면장애	2020	20대	282
수면장애	2020	30대	500
수면장애	2020	40대	960
수면장애	2020	50대	1195
수면장애	2020	60대	1273
수면장애	2020	70대	1467
수면장애	2020	80대 이상	904
수면장애	2020	20대	339
수면장애	2020	30대	687
수면장애	2020	40대	1021
수면장애	2020	50대	1232
수면장애	2020	60대	1175
수면장애	2020	70대	966
수면장애	2020	80대 이상	701
수면장애	2020	20대	168
수면장애	2020	30대	307
수면장애	2020	40대	443
수면장애	2020	50대	560
수면장애	2020	60대	598
수면장애	2020	70대	384
수면장애	2020	80대 이상	304
수면장애	2020	20대	80
수면장애	2020	30대	182
수면장애	2020	40대	321
수면장애	2020	50대	434
수면장애	2020	60대	486
수면장애	2020	70대	383
수면장애	2020	80대 이상	275
수면장애	2020	20대	286
수면장애	2020	30대	740
수면장애	2020	40대	1065
수면장애	2020	50대	1069
수면장애	2020	60대	1085
수면장애	2020	70대	776
수면장애	2020	80대 이상	506
수면장애	2020	20대	623
수면장애	2020	30대	1657
수면장애	2020	40대	2283
수면장애	2020	50대	2179
수면장애	2020	60대	1991
수면장애	2020	70대	1240
수면장애	2020	80대 이상	673
수면장애	2020	20대	260
수면장애	2020	30대	635
수면장애	2020	40대	951
수면장애	2020	50대	1213
수면장애	2020	60대	1326
수면장애	2020	70대	903
수면장애	2020	80대 이상	455
수면장애	2020	20대	170
수면장애	2020	30대	298
수면장애	2020	40대	528
수면장애	2020	50대	542
수면장애	2020	60대	629
수면장애	2020	70대	449
수면장애	2020	80대 이상	253
수면장애	2020	20대	108
수면장애	2020	30대	157
수면장애	2020	40대	251
수면장애	2020	50대	397
수면장애	2020	60대	453
수면장애	2020	70대	309
